,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
260,45, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
261,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,0
262,59, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,0
263,26, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
264,37, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand,1
265,19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, Canada,0
266,64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
267,33, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
268,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,1
269,61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
270,17, Private, 9th,5, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States,0
271,50, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States,0
272,27, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States,0
273,30, Private, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
274,43, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
275,44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
276,35, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
277,25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
278,24, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States,1
279,22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany,0
280,42, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,1
281,34, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States,0
282,60, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States,0
283,21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
284,57, Federal-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,1
285,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
286,50, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
287,25, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
288,50, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador,0
289,36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
290,31, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
291,29, Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,0
292,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,0
293,27, Private, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,0
294,65, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,0
295,37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,0
296,39, ?, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?,0
297,24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
298,38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States,0
299,48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States,1
300,21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States,0
301,31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
302,55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States,1
303,24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,0
304,43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
305,26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,0
306,46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States,0
307,35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
308,41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States,1
309,26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
310,34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan,1
311,19, ?, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States,0
312,36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,1
313,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States,0
314,24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
315,77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
316,22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico,0
317,29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
318,62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
319,39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
320,43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States,0
321,35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
322,29, Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
323,76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,0
324,63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
325,23, ?, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States,0
326,43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States,1
327,58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
328,66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States,0
329,41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,0
330,26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
331,47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
332,55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
333,53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
334,17, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico,0
335,30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
336,49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,0
337,19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,0
338,45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
339,26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
340,38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
341,36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,1
342,33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,0
343,22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States,0
344,43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,0
345,67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States,0
346,30, ?, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,0
347,56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran,0
348,31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,0
349,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
350,26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
351,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
352,46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,0
353,59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,1
354,38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
355,65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States,0
356,40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
357,42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,0
358,26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,0
359,36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,0
360,62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
361,43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
362,43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States,1
363,22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States,0
364,28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
365,56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
366,22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,0
367,57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,1
368,39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
369,26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,0
370,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,0
371,40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States,1
372,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
373,44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
374,20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0
375,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,0
376,23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
377,46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,0
378,38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
379,54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
380,46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States,0
381,25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
382,46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
383,36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,0
384,23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,0
385,29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
386,44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6, United-States,1
387,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,0
388,19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,0
389,35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1
390,27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
391,46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
392,34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?,1
393,34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
394,44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
395,45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
396,20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35, United-States,0
397,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
398,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
399,20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
400,28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
401,50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
402,34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States,0
403,28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2179,40, Puerto-Rico,0
404,41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States,1
405,28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
406,46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,0
407,28, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,1887,40, United-States,1
408,32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
409,41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States,0
410,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States,0
411,33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
